Nome;Condição;Tipo;UF;Município;Coordenada(s)_geográfica(s);Contatos;Bens_vinculados_Condição;Bens_vinculados_Nome;Bens_vinculados_Categoria;Bens_vinculados_Abrangência;Ações_vinculados_Tipo;Ações_vinculados_Nome;Ações_vinculados_Instrumento;Ações_vinculados_Situação;Página
Conjunto Os Brasas de Marambaia;Partícipe;Associação de detentores;PA;Belém;-1,4212921519716557   -48,473312476148024;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Mesorregião Metropolitana de Belém;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/107/
Grupo Sancari;Partícipe;Associação de detentores;PA;Belém;-1,4061905491497875   -48,4911652593517;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Mesorregião Metropolitana de Belém;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/108/
Conjunto Águia Negra;Partícipe;Associação de detentores;PA;Belém;-1,4006990329339746   -48,493911841382975;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Mesorregião Metropolitana de Belém;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/109/
Grupo Raízes do Pará;Partícipe;Associação de detentores;PA;Belém;-1,4432579431345007   -48,474685767164104;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Mesorregião Metropolitana de Belém;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/110/
Grupo de Carimbó Uirapuru de Verequete;Partícipe;Associação de detentores;PA;Belém;-1,377359946047688   -48,47880564021055;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Mesorregião Metropolitana de Belém;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/111/
Conjunto de Carimbó Ribeirinhos;Partícipe;Associação de detentores;PA;Inhangapi;-1,4333269459091211   -47,90676007831681;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Mesorregião Metropolitana de Belém;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/112/
Conjunto Amigos do Carimbó;Partícipe;Associação de detentores;PA;Ananindeua;-1,3646815874682732   -48,39606441235597;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Mesorregião Metropolitana de Belém;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/113/
Conjunto Muiraquitãs;Partícipe;Associação de detentores;PA;Abaetetuba;-1,7321195974875538   -48,886129696509165;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/114/
Conjunto Os Populares de Igarapé-Miri;Partícipe;Associação de detentores;PA;Igarapé-Miri;-1,9836164026906282   -48,964240955863175;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/115/
Conjunto de Carimbó Arauaitê;Partícipe;Associação de detentores;PA;Irituia;-1,8545025781841447   -47,3660197405707;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/116/
Conjunto Os Lagoanos;Partícipe;Associação de detentores;PA;Irituia;-1,7706718766764884   -47,442543163763546;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/117/
Grupo de Carimbó da Terceira Idade;Partícipe;Associação de detentores;PA;Irituia;-1,763910563235569   -47,44979049252388;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/118/
Conjunto de Carimbó Raio de Sol;Partícipe;Associação de detentores;PA;Quatipuru;-0,8933498037529292   -47,015495569824225;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/119/
Conjunto de Carimbó Raízes Quatipuruenses;Partícipe;Associação de detentores;PA;Quatipuru;-0,8981557349212309   -47,02098873388676;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/120/
Conjunto de Carimbó Aratu;Partícipe;Associação de detentores;PA;Quatipuru;-0,814372889750145   -47,02143934500121;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/121/
Conjunto de Carimbó Raio de Sol (Santarém Novo);Partícipe;Associação de detentores;PA;Santarém Novo;-0,9288192690954267   -47,39881314960262;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/122/
Conjunto de Carimbó Cheiro do Pará;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9278564824496899   -47,39883997169441;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/123/
Conjunto de Carimbó Renascer;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9279583930263302   -47,3988667937844;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/124/
Irmandade do Carimbó de São Benedito;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9495580047800045   -47,31226899352906;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/125/
Conjunto de Carimbó Dois Amores;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9275453869873556   -47,39890970912894;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/126/
Conjunto de Carimbó Curumins da Madrugada;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9605428066586618   -47,35690095153737;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/127/
Conjunto de Carimbó Rouxinol;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9277170258664322   -47,398872158202586;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/128/
Conjunto de Carimbó Unidos da Tradição;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9093945288250791   -47,32703187194701;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/129/
Conjunto de Carimbó Trinca Ferro Mirim;Partícipe;Associação de detentores;PA;Santarém Novo;-0,874723133895597   -47,32291199890056;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/130/
Conjunto de Carimbó Quentes da Madrugada;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9251853515543038   -47,31879212585321;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/131/
Conjunto de Carimbó Trinca Ferro;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9472623484017942   -47,33485319343363;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/132/
Conjunto de Carimbó Passarinho;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9275561144175906   -47,39891507354531;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/133/
Conjunto de Carimbó Herdeiros da Tradição;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9128273222926943   -47,32977845397828;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/134/
Conjunto de Carimbó Unidos da Liberdade;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9131706014594644   -47,32771851745505;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/135/
Grupo de Dança Os Pretinhos;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9294012319269034   -47,39995577064418;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/136/
Grupo Aracê da Amazônia;Partícipe;Associação de detentores;PA;Santarém Novo;-0,9368567841205835   -47,333555004271155;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião de Cametá e Entorno;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/137/
Conjunto de Carimbó Frutos da Terra;Partícipe;Associação de detentores;PA;São João da Ponta;-0,8894571196438782   -47,93800863802001;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/138/
Banda de Música Dr. Dionísio Bentes;Partícipe;Associação de detentores;PA;São João da Ponta;-0,8973320909832194   -47,944126026519925;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/139/
Unidos do Açu;Partícipe;Associação de detentores;PA;São João da Ponta;-0,8505052073713738   -47,92284879266311;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/140/
Conjunto de Carimbó Reponta;Partícipe;Associação de detentores;PA;São João da Ponta;-0,8504193861381554   -47,92281660615942;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/141/
Conjunto de Carimbó Sabiá;Partícipe;Associação de detentores;PA;São João da Ponta;-0,8619945076741654   -47,94899496614507;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/142/
Sociedade Glorioso São Benedito;Partícipe;Grupos de detentores;PA;São João da Ponta;-0,8695467459763868   -47,94968161165312;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/143/
Conjunto Amigos da Terra Alta;Partícipe;Associação de detentores;PA;Terra Alta;-1,0273779349495025   -47,840681755935826;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/144/
Conjunto Sayonara;Partícipe;Associação de detentores;PA;Terra Alta;-0,964344819834334   -47,810962880051775;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Carimbó na Microrregião do Salgado Paraense;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/145/
